user_id,timestamp,latitude,longitude,node_id,street_name,road_type,poi_name,poi_type
12,2026-02-20T17:56:01.970723,39.440446,-0.335382,,,,,
12,2026-02-20T17:56:03.970723,39.440428148015044,-0.3353650224850361,,,,,
12,2026-02-20T17:56:05.970723,39.44041029603009,-0.33534804497007215,,,,,
12,2026-02-20T17:56:07.970723,39.44039244404513,-0.33533106745510816,,,,,
12,2026-02-20T17:56:09.970723,39.44037459206018,-0.3353140899401442,,,,,
12,2026-02-20T17:56:11.970723,39.440356740075224,-0.3352971124251803,,,,,
12,2026-02-20T17:56:13.970723,39.44033888809027,-0.33528013491021635,,,,,
12,2026-02-20T17:56:15.970723,39.44032103610531,-0.33526315739525236,,,,,
12,2026-02-20T17:56:17.970723,39.44030318412035,-0.33524617988028843,,,,,
12,2026-02-20T17:56:19.970723,39.440285332135396,-0.3352292023653245,,,,,
12,2026-02-20T17:56:21.970723,39.44026748015044,-0.33521222485036056,,,,,
12,2026-02-20T17:56:23.970723,39.44024962816548,-0.33519524733539663,,,,,
12,2026-02-20T17:56:25.970723,39.44023177618053,-0.33517826982043264,,,,,
12,2026-02-20T17:56:27.970723,39.440213924195575,-0.3351612923054687,,,,,
12,2026-02-20T17:56:29.970723,39.44019607221062,-0.33514431479050477,,,,,
12,2026-02-20T17:56:31.970723,39.44017822022566,-0.33512733727554084,,,,,
12,2026-02-20T17:56:33.970723,39.440160368240704,-0.33511035976057685,,,,,
12,2026-02-20T17:56:35.970723,39.44014251625575,-0.3350933822456129,,,,,
12,2026-02-20T17:56:37.970723,39.44012466427079,-0.335076404730649,,,,,
12,2026-02-20T17:56:39.970723,39.440105503326315,-0.3350667324420522,,,,,
12,2026-02-20T17:56:41.970723,39.440082325669515,-0.3350794771893961,,,,,
12,2026-02-20T17:56:43.970723,39.440059148012715,-0.33509222193674,,,,,
12,2026-02-20T17:56:45.970723,39.44003597035592,-0.3351049666840839,,,,,
12,2026-02-20T17:56:47.970723,39.44001195130835,-0.33511394190506305,,,,,
12,2026-02-20T17:56:49.970723,39.43998780858122,-0.33512236302754933,,,,,
12,2026-02-20T17:56:51.970723,39.439963665854094,-0.3351307841500356,,,,,
12,2026-02-20T17:56:53.970723,39.43993952312697,-0.3351392052725219,,,,,
12,2026-02-20T17:56:55.970723,39.43991538039984,-0.33514762639500817,,,,,
12,2026-02-20T17:56:57.970723,39.43989123767271,-0.33515604751749445,,,,,
12,2026-02-20T17:56:59.970723,39.43986709494558,-0.33516446863998073,,,,,
12,2026-02-20T17:57:01.970723,39.439842952218456,-0.335172889762467,,,,,
12,2026-02-20T17:57:03.970723,39.43981880949133,-0.3351813108849533,,,,,
12,2026-02-20T17:57:05.970723,39.4397946667642,-0.33518973200743957,,,,,
12,2026-02-20T17:57:07.970723,39.43977052403707,-0.33519815312992585,,,,,
12,2026-02-20T17:57:09.970723,39.439746381309945,-0.3352065742524121,,,,,
12,2026-02-20T17:57:11.970723,39.43972223858282,-0.3352149953748984,,,,,
12,2026-02-20T17:57:13.970723,39.43969809585569,-0.3352234164973847,,,,,
12,2026-02-20T17:57:15.970723,39.43967395312856,-0.33523183761987096,,,,,
12,2026-02-20T17:57:17.970723,39.439649810401434,-0.33524025874235724,,,,,
12,2026-02-20T17:57:19.970723,39.439625667674306,-0.3352486798648435,,,,,
12,2026-02-20T17:57:21.970723,39.43960152494718,-0.3352571009873298,,,,,
12,2026-02-20T17:57:23.970723,39.43957703055936,-0.33526391365628216,,,,,
12,2026-02-20T17:57:25.970723,39.43955216941913,-0.3352690488439372,,,,,
12,2026-02-20T17:57:27.970723,39.4395273082789,-0.33527418403159226,,,,,
12,2026-02-20T17:57:29.970723,39.43950244713866,-0.3352793192192473,,,,,
12,2026-02-20T17:57:31.970723,39.439477585998425,-0.33528445440690235,,,,,
12,2026-02-20T17:57:33.970723,39.43945272485819,-0.3352895895945574,,,,,
12,2026-02-20T17:57:35.970723,39.43942786371796,-0.33529472478221245,,,,,
12,2026-02-20T17:57:37.970723,39.43940300257773,-0.3352998599698675,,,,,
12,2026-02-20T17:57:39.970723,39.43937814143749,-0.33530499515752255,,,,,
12,2026-02-20T17:57:41.970723,39.439353280297254,-0.3353101303451776,,,,,
12,2026-02-20T17:57:43.970723,39.43932841915702,-0.33531526553283264,,,,,
12,2026-02-20T17:57:45.970723,39.43930355801679,-0.3353204007204877,,,,,
12,2026-02-20T17:57:47.970723,39.439278696876556,-0.33532553590814274,,,,,
12,2026-02-20T17:57:49.970723,39.439253835736324,-0.3353306710957978,,,,,
12,2026-02-20T17:57:51.970723,39.439228974596084,-0.33533580628345283,,,,,
12,2026-02-20T17:57:53.970723,39.43920411345585,-0.3353409414711079,,,,,
12,2026-02-20T17:57:55.970723,39.43917925231562,-0.3353460766587629,,,,,
12,2026-02-20T17:57:57.970723,39.439154391175386,-0.335351211846418,,,,,
12,2026-02-20T17:57:59.970723,39.43912953003515,-0.335356347034073,,,,,
